title,name,latitude,longitude,discription
スラムダンク,鎌倉高校前１号踏切,35.30693431,139.5005354,<strong>鎌倉高校前</strong><p>スラムダンクの聖地といったらここ！<br>桜木花道と晴子ちゃんの出会いはここから始まった！
